name,latitude,longitude,city,country,data_source,osm_id
Dog Park 12987782919,43.6997076,-79.3599673,Toronto,Canada,OpenStreetMap,12987782919
Dogs Off-Leash Area,43.6601407,-79.418377,Toronto,Canada,OpenStreetMap,4300557
Leash-free zone,43.6665883,-79.3800926,Toronto,Canada,OpenStreetMap,147384954
Dog Park 174487972,43.6337831,-79.4037833,Toronto,Canada,OpenStreetMap,174487972
Dog Park 202223414,43.6638174,-79.3859904,Toronto,Canada,OpenStreetMap,202223414
Dog Park 220509742,43.6678181,-79.3289448,Toronto,Canada,OpenStreetMap,220509742
Dog Park 265632385,43.691943,-79.4291109,Toronto,Canada,OpenStreetMap,265632385
Dog Park 327006126,43.6439276,-79.3935221,Toronto,Canada,OpenStreetMap,327006126
Earlscourt Park Off-Leash Area,43.6719849,-79.4492325,Toronto,Canada,OpenStreetMap,353317790
Orphan's Greenspace,43.6546327,-79.362419,Toronto,Canada,OpenStreetMap,360806952
Cherry Beach Off Leash Dog Park,43.6349912,-79.3464236,Toronto,Canada,OpenStreetMap,368203679
Dog Park 424199765,43.6414692,-79.4091181,Toronto,Canada,OpenStreetMap,424199765
Dog Park 442508006,43.6462722,-79.399399,Toronto,Canada,OpenStreetMap,442508006
Dog Park 490217519,43.648813,-79.4428503,Toronto,Canada,OpenStreetMap,490217519
Dog Park 531996102,43.6410824,-79.4257614,Toronto,Canada,OpenStreetMap,531996102
Dog Park 665161130,43.6597155,-79.3765752,Toronto,Canada,OpenStreetMap,665161130
Dog Park 680704655,43.648273,-79.3746284,Toronto,Canada,OpenStreetMap,680704655
Leash-free zone,43.6740423,-79.3469247,Toronto,Canada,OpenStreetMap,683730457
Dog Park 684881196,43.6401493,-79.4152963,Toronto,Canada,OpenStreetMap,684881196
Dog Park 684881550,43.6391245,-79.3970803,Toronto,Canada,OpenStreetMap,684881550
Dogs Off-Leash Area,43.6762738,-79.4242024,Toronto,Canada,OpenStreetMap,684945621
Dog Park 684947343,43.679367,-79.4243561,Toronto,Canada,OpenStreetMap,684947343
Sunnybrook Dog Park,43.7221398,-79.3658078,Toronto,Canada,OpenStreetMap,685287384
Dogs Off-Leash Park,43.6813036,-79.3124456,Toronto,Canada,OpenStreetMap,685829419
Dogs Off-Leash Area,43.6994983,-79.3144647,Toronto,Canada,OpenStreetMap,686029614
Dog Park 686055888,43.659296,-79.3506309,Toronto,Canada,OpenStreetMap,686055888
Leash-free zone,43.652045,-79.3923777,Toronto,Canada,OpenStreetMap,691478334
Leash-free zone,43.6625205,-79.3747312,Toronto,Canada,OpenStreetMap,699438877
Dog Park 801930519,43.6649774,-79.3378404,Toronto,Canada,OpenStreetMap,801930519
Dog Park 810606668,43.6557669,-79.354048,Toronto,Canada,OpenStreetMap,810606668
Dog Park 832350133,43.6453464,-79.3626431,Toronto,Canada,OpenStreetMap,832350133
Dog Park 867727073,43.7238645,-79.4295474,Toronto,Canada,OpenStreetMap,867727073
Dog Park 879396101,43.6675029,-79.3421397,Toronto,Canada,OpenStreetMap,879396101
Dog Park 890898242,43.6828054,-79.3670795,Toronto,Canada,OpenStreetMap,890898242
Dog Park 909417473,43.6974359,-79.3708889,Toronto,Canada,OpenStreetMap,909417473
Dog Park 931805186,43.6777585,-79.3246542,Toronto,Canada,OpenStreetMap,931805186
Dog Park 979913845,43.6607337,-79.3628929,Toronto,Canada,OpenStreetMap,979913845
Dog Park 981872361,43.7014584,-79.3318819,Toronto,Canada,OpenStreetMap,981872361
Dog Park 1071393475,43.6478896,-79.4316539,Toronto,Canada,OpenStreetMap,1071393475
The Dog Bowl,43.6485563,-79.4148105,Toronto,Canada,OpenStreetMap,1071397925
Dog Park 1112306299,43.7062382,-79.3938912,Toronto,Canada,OpenStreetMap,1112306299
The Pocket,43.6777278,-79.3344199,Toronto,Canada,OpenStreetMap,1121918606
Dog Park 1208206013,43.6764636,-79.3960336,Toronto,Canada,OpenStreetMap,1208206013
Dog Park 1209203857,43.6825458,-79.4097438,Toronto,Canada,OpenStreetMap,1209203857
Dog Park 1290753858,43.641063,-79.3797922,Toronto,Canada,OpenStreetMap,1290753858
Dog Park 1418542004,43.6461624,-79.349499,Toronto,Canada,OpenStreetMap,1418542004
Dog Park 1419966624,43.6450471,-79.3523704,Toronto,Canada,OpenStreetMap,1419966624
Dog Park 1433937924,43.6583626,-79.3589518,Toronto,Canada,OpenStreetMap,1433937924
Dog Park 11889361830,49.2359557,-123.0667067,Vancouver,Canada,OpenStreetMap,11889361830
Off-Leash Dog Park for Small and Shy Dogs,49.2581921,-123.1430447,Vancouver,Canada,OpenStreetMap,13157259202
Off-Leash Dog Park,49.2583421,-123.1431829,Vancouver,Canada,OpenStreetMap,13157265801
Dog Park 52250411,49.2573858,-123.0620529,Vancouver,Canada,OpenStreetMap,52250411
Hadden Beach,49.2783051,-123.1491819,Vancouver,Canada,OpenStreetMap,86339833
Nelson Park Dog Park,49.2830364,-123.1304865,Vancouver,Canada,OpenStreetMap,124591585
Off Leash Area,49.2770996,-123.1237064,Vancouver,Canada,OpenStreetMap,241416707
Georgia Dog Park,49.2908566,-123.1317423,Vancouver,Canada,OpenStreetMap,311593037
Dog Park 363061599,49.2712126,-123.1109476,Vancouver,Canada,OpenStreetMap,363061599
Dog Park 388154302,49.2302234,-123.1896938,Vancouver,Canada,OpenStreetMap,388154302
Dog Park 436817093,49.2672123,-123.124556,Vancouver,Canada,OpenStreetMap,436817093
Dog Park 525281638,49.2471114,-123.0738832,Vancouver,Canada,OpenStreetMap,525281638
Dog Park 601413950,49.2377765,-123.1110002,Vancouver,Canada,OpenStreetMap,601413950
Dog Park 749645393,49.2676591,-123.1227469,Vancouver,Canada,OpenStreetMap,749645393
Dog Park 752850321,49.2768478,-123.1238571,Vancouver,Canada,OpenStreetMap,752850321
Dog Park 760417513,49.2916099,-123.0501914,Vancouver,Canada,OpenStreetMap,760417513
Dog Park 761294348,49.2850751,-123.1011333,Vancouver,Canada,OpenStreetMap,761294348
Coopers' Park - Dog Off-leash Area,49.2735371,-123.1132518,Vancouver,Canada,OpenStreetMap,790939569
Dog Park 793370079,49.2685273,-123.0963406,Vancouver,Canada,OpenStreetMap,793370079
Dog Park 822687171,49.2827113,-123.0588546,Vancouver,Canada,OpenStreetMap,822687171
Dog Park 1125230256,49.3125927,-123.0847183,Vancouver,Canada,OpenStreetMap,1125230256
Dog Park 1189064977,49.3134978,-123.1000594,Vancouver,Canada,OpenStreetMap,1189064977
Dog Park 1216086810,49.3176771,-123.0721571,Vancouver,Canada,OpenStreetMap,1216086810
Dog Park 1236234674,49.2680324,-123.1040486,Vancouver,Canada,OpenStreetMap,1236234674
Dog Park 1286074623,49.2950228,-123.1344017,Vancouver,Canada,OpenStreetMap,1286074623
Dog Park 1391979565,49.2548015,-123.1217741,Vancouver,Canada,OpenStreetMap,1391979565
Dog Park 1457604517,49.2441774,-123.0583711,Vancouver,Canada,OpenStreetMap,1457604517
Dog Park 1457650164,49.2442048,-123.0579672,Vancouver,Canada,OpenStreetMap,1457650164
Parc Canin,45.5286613,-73.602054,Montreal,Canada,OpenStreetMap,7073527630
Parc Canin King George,45.4851642,-73.6047341,Montreal,Canada,OpenStreetMap,35160828
Parc à chiens du parc Beaubien,45.5540561,-73.5898702,Montreal,Canada,OpenStreetMap,62620805
Wolfred-Nelson dog park,45.5485378,-73.5333308,Montreal,Canada,OpenStreetMap,86976933
Parc à chiens du parc Lafond,45.5513323,-73.5697095,Montreal,Canada,OpenStreetMap,91658563
Parc à chiens du parc Louis-Cyr,45.4764768,-73.5814297,Montreal,Canada,OpenStreetMap,165217811
Parc à chien Jarry,45.5343994,-73.6245776,Montreal,Canada,OpenStreetMap,189007872
Parc à chiens du parc du Père-Marquette,45.5383014,-73.5910102,Montreal,Canada,OpenStreetMap,223996938
Gallery dog park,45.4905364,-73.5595478,Montreal,Canada,OpenStreetMap,225640578
Course de chiens,45.4824492,-73.588556,Montreal,Canada,OpenStreetMap,232085379
Parc à chiens du parc Lalancette,45.548798,-73.5497928,Montreal,Canada,OpenStreetMap,233573046
Parc Champion,45.4690371,-73.5590346,Montreal,Canada,OpenStreetMap,284063666
Parc à chiens du parc Angrignon,45.4454269,-73.5994998,Montreal,Canada,OpenStreetMap,297214752
Dog Park 311020708,45.5479701,-73.6229195,Montreal,Canada,OpenStreetMap,311020708
Parc à chiens du parc Sir-Wilfrid-Laurier,45.5323012,-73.589495,Montreal,Canada,OpenStreetMap,360782873
Parc Canin Montgomery,45.5142637,-73.6371915,Montreal,Canada,OpenStreetMap,409589239
Dog Park 427497386,45.4565499,-73.607202,Montreal,Canada,OpenStreetMap,427497386
Lucien-L'Allier dog park,45.4939236,-73.5686483,Montreal,Canada,OpenStreetMap,488490559
Parc à chiens du parc La Fontaine,45.5273769,-73.5656233,Montreal,Canada,OpenStreetMap,489610397
Aire d'exercice canin pour petits chiens,45.4903341,-73.5599086,Montreal,Canada,OpenStreetMap,606863911
Parc à chiens de Saint-Lambert,45.5105231,-73.5199029,Montreal,Canada,OpenStreetMap,717319570
Parc à chiens Pilote,45.4954528,-73.5540707,Montreal,Canada,OpenStreetMap,731801582
Dog Park 878731731,45.4803029,-73.5972501,Montreal,Canada,OpenStreetMap,878731731
Parc à chiens du parc Mohawk,45.5217489,-73.6365124,Montreal,Canada,OpenStreetMap,980742592
Parc à chiens du parc du Pélican,45.5433395,-73.5724676,Montreal,Canada,OpenStreetMap,1025578889
Parc à chiens du parc des Royaux,45.5297741,-73.5591837,Montreal,Canada,OpenStreetMap,1025720839
Parc à chiens Frederick-Mackenzie,45.4369028,-73.61324,Montreal,Canada,OpenStreetMap,1077518024
Parc à chiens du parc de la Louisiane,45.5679755,-73.5714217,Montreal,Canada,OpenStreetMap,1080850398
Parc à chiens du parc Notre-Dame-de-Grâce,45.4730872,-73.6142157,Montreal,Canada,OpenStreetMap,1080920796
Parc à chiens du parc Trenholme,45.4614452,-73.6322325,Montreal,Canada,OpenStreetMap,1081747923
Dog Park 1082402506,45.4726002,-73.6393312,Montreal,Canada,OpenStreetMap,1082402506
Parc à chiens - bande Saint-Antoine,45.4874343,-73.5788236,Montreal,Canada,OpenStreetMap,1149170974
Dog Park 1162595056,45.5605464,-73.5704644,Montreal,Canada,OpenStreetMap,1162595056
Parc à chiens Jean-Talon - Provencher,45.5711121,-73.5878699,Montreal,Canada,OpenStreetMap,1216134619
Parc canin d'Outremont,45.5199312,-73.6216919,Montreal,Canada,OpenStreetMap,1244739953
Parc à chiens du parc Baldwin,45.5349425,-73.562926,Montreal,Canada,OpenStreetMap,1290549811
Dog Park 1305028100,45.4679474,-73.606961,Montreal,Canada,OpenStreetMap,1305028100
Dog Park 1306967197,45.4348588,-73.5955369,Montreal,Canada,OpenStreetMap,1306967197
Parc à chiens de la Place de Darlington,45.5104865,-73.6268234,Montreal,Canada,OpenStreetMap,1332718014
Parc à chiens du parc de la Confédération,45.4724306,-73.6386461,Montreal,Canada,OpenStreetMap,1332720808
Dog Park 1332729647,45.4659614,-73.5920267,Montreal,Canada,OpenStreetMap,1332729647
Dog Park 1416626787,45.4757457,-73.5706694,Montreal,Canada,OpenStreetMap,1416626787
Dog Park 3776008587,19.3948254,-99.1423904,Mexico City,Mexico,OpenStreetMap,3776008587
Dog Park 5763234356,19.4139541,-99.0837951,Mexico City,Mexico,OpenStreetMap,5763234356
Dog Park 9723551570,19.4886627,-99.1231775,Mexico City,Mexico,OpenStreetMap,9723551570
Dog Park 10841317677,19.4074753,-99.0934558,Mexico City,Mexico,OpenStreetMap,10841317677
Dog Park 10844622445,19.4133459,-99.0679896,Mexico City,Mexico,OpenStreetMap,10844622445
Dog Park 479771511,19.3732704,-99.1564685,Mexico City,Mexico,OpenStreetMap,479771511
Dog Park 544668814,19.4110234,-99.1697868,Mexico City,Mexico,OpenStreetMap,544668814
Parque Canino,19.4196203,-99.0879627,Mexico City,Mexico,OpenStreetMap,551018739
Baldio,19.4139197,-99.0838479,Mexico City,Mexico,OpenStreetMap,551018741
Iztaccihuatl paseo canino,19.4202189,-99.0993109,Mexico City,Mexico,OpenStreetMap,556965686
Dog Park 585504351,19.3948782,-99.134937,Mexico City,Mexico,OpenStreetMap,585504351
Dog Park 611247541,19.4002936,-99.1500708,Mexico City,Mexico,OpenStreetMap,611247541
Pérgola en Parque Lira,19.4065842,-99.1902908,Mexico City,Mexico,OpenStreetMap,664750286
Parque Perros,19.3640446,-99.1744206,Mexico City,Mexico,OpenStreetMap,696705534
Parque paseo canino razas pequeñas,19.4198138,-99.0878632,Mexico City,Mexico,OpenStreetMap,733434996
Dog Park 847838052,19.5022411,-99.1765164,Mexico City,Mexico,OpenStreetMap,847838052
Dog Park 929886247,19.3760465,-99.1902837,Mexico City,Mexico,OpenStreetMap,929886247
Dog Park 1107267568,19.4209641,-99.1546332,Mexico City,Mexico,OpenStreetMap,1107267568
Dog Park 1110160384,19.4101922,-99.1572673,Mexico City,Mexico,OpenStreetMap,1110160384
Dog Park 1110160385,19.409766,-99.1569825,Mexico City,Mexico,OpenStreetMap,1110160385
Dog Park 1117014330,19.4332997,-99.1619457,Mexico City,Mexico,OpenStreetMap,1117014330
Dog Park 1163083564,19.4243435,-99.1766581,Mexico City,Mexico,OpenStreetMap,1163083564
Dog Park 1166282986,19.3918088,-99.1000801,Mexico City,Mexico,OpenStreetMap,1166282986
Parque Canino,19.4632869,-99.0703641,Mexico City,Mexico,OpenStreetMap,1176705405
Dog Park 1250094499,19.4417402,-99.1856325,Mexico City,Mexico,OpenStreetMap,1250094499
Dog Park 1416395906,19.4663728,-99.1580181,Mexico City,Mexico,OpenStreetMap,1416395906
Parque para perros,9.8870147,-84.0549627,San Jose,Costa Rica,OpenStreetMap,5959800255
Parque Municipal Canino,9.9274245,-84.1021162,San Jose,Costa Rica,OpenStreetMap,5959800258
Dog Park 12584404965,9.9252683,-84.1281168,San Jose,Costa Rica,OpenStreetMap,12584404965
Parque de Perros,9.9170224,-84.0391802,San Jose,Costa Rica,OpenStreetMap,449329208
Dog Park 457368842,9.9300237,-84.0368798,San Jose,Costa Rica,OpenStreetMap,457368842
Parque Boa,9.9345712,-84.1405423,San Jose,Costa Rica,OpenStreetMap,889328846
Dog Park 1268305951,9.9728346,-84.1300183,San Jose,Costa Rica,OpenStreetMap,1268305951
Dog Park 1359521743,9.9284737,-84.1312337,San Jose,Costa Rica,OpenStreetMap,1359521743
Parque para perros  Buenaventura,9.9340451,-84.137253,San Jose,Costa Rica,OpenStreetMap,1390268820
Parque para Perros,8.9755804,-79.5274307,Panama City,Panama,OpenStreetMap,575690048
Dog Park 1221764299,8.9906791,-79.5257559,Panama City,Panama,OpenStreetMap,1221764299
Dog Park 1310967253,9.0132925,-79.4660843,Panama City,Panama,OpenStreetMap,1310967253
Entrenamiento Canino,23.1022305,-82.3994211,Havana,Cuba,OpenStreetMap,991000265
parque de perros,18.4428852,-69.9555971,Santo Domingo,Dominican Republic,OpenStreetMap,1244559983
Dog Park 6355842902,4.7512021,-74.0574391,Bogota,Colombia,OpenStreetMap,6355842902
Dog Park 7034401032,4.7510705,-74.0574693,Bogota,Colombia,OpenStreetMap,7034401032
Dog Park 7034569128,4.7562406,-74.0627142,Bogota,Colombia,OpenStreetMap,7034569128
Dog Park 7034569129,4.7564189,-74.0634058,Bogota,Colombia,OpenStreetMap,7034569129
Dog Park 7034569158,4.7543074,-74.0638775,Bogota,Colombia,OpenStreetMap,7034569158
Dog Park 7034569159,4.7546361,-74.06251,Bogota,Colombia,OpenStreetMap,7034569159
Dog Park 7073148391,4.7468892,-74.053293,Bogota,Colombia,OpenStreetMap,7073148391
Dog Park 7489660077,4.7466286,-74.0546936,Bogota,Colombia,OpenStreetMap,7489660077
Dog Park 7489660078,4.7468296,-74.0549307,Bogota,Colombia,OpenStreetMap,7489660078
Dog Park 7489660079,4.7461136,-74.0541361,Bogota,Colombia,OpenStreetMap,7489660079
Dog Park 7489660080,4.7465351,-74.05406,Bogota,Colombia,OpenStreetMap,7489660080
Dog Park 7489660081,4.7461348,-74.0549625,Bogota,Colombia,OpenStreetMap,7489660081
Dog Park 7489660159,4.7459806,-74.0542995,Bogota,Colombia,OpenStreetMap,7489660159
Dog Park 7489660160,4.7461393,-74.0544411,Bogota,Colombia,OpenStreetMap,7489660160
Dog Park 7489660161,4.746104,-74.0545544,Bogota,Colombia,OpenStreetMap,7489660161
Dog Park 7489660175,4.7464733,-74.0541611,Bogota,Colombia,OpenStreetMap,7489660175
Dog Park 7489660176,4.7465775,-74.05444,Bogota,Colombia,OpenStreetMap,7489660176
Dog Park 7490858173,4.7466002,-74.0498907,Bogota,Colombia,OpenStreetMap,7490858173
Dog Park 7490858174,4.7465886,-74.0498143,Bogota,Colombia,OpenStreetMap,7490858174
Dog Park 7490858175,4.7472425,-74.049437,Bogota,Colombia,OpenStreetMap,7490858175
Dog Park 7490858176,4.7473925,-74.0490797,Bogota,Colombia,OpenStreetMap,7490858176
Dog Park 7490858177,4.7464448,-74.0484254,Bogota,Colombia,OpenStreetMap,7490858177
Dog Park 7490858178,4.7466971,-74.0484099,Bogota,Colombia,OpenStreetMap,7490858178
Dog Park 7552751836,4.7468269,-74.0531779,Bogota,Colombia,OpenStreetMap,7552751836
Dog Park 7552751877,4.7472276,-74.0524338,Bogota,Colombia,OpenStreetMap,7552751877
Dog Park 7552751878,4.7470418,-74.0524477,Bogota,Colombia,OpenStreetMap,7552751878
Dog Park 7552751879,4.7470142,-74.0527573,Bogota,Colombia,OpenStreetMap,7552751879
Dog Park 7928939232,4.7470741,-74.0532514,Bogota,Colombia,OpenStreetMap,7928939232
Dog Park 752101324,4.7525777,-74.0563242,Bogota,Colombia,OpenStreetMap,752101324
Dog Park 752102709,4.7512414,-74.0541085,Bogota,Colombia,OpenStreetMap,752102709
Dog Park 752109892,4.7430715,-74.0595656,Bogota,Colombia,OpenStreetMap,752109892
Dog Park 945558865,4.7079263,-74.1132017,Bogota,Colombia,OpenStreetMap,945558865
Parque Canino Nuevo Salitre,4.6697883,-74.1144408,Bogota,Colombia,OpenStreetMap,981473329
Dog Park 1175215752,4.6645992,-74.0534804,Bogota,Colombia,OpenStreetMap,1175215752
Parque Canino,10.4996206,-66.889405,Caracas,Venezuela,OpenStreetMap,550754156
Parque de Perros Los Samanes,10.4575492,-66.8550752,Caracas,Venezuela,OpenStreetMap,779671119
Play Land Can,-12.1029552,-76.9887695,Lima,Peru,OpenStreetMap,471300985
Dog Park 1361164071,-12.0987514,-77.0699832,Lima,Peru,OpenStreetMap,1361164071
Parque Canino Esperanza,-12.1027517,-77.0667399,Lima,Peru,OpenStreetMap,1361433065
La Zona Guau,-11.9835122,-77.0668749,Lima,Peru,OpenStreetMap,1383902093
Dog Park 1476343868,-12.0990564,-76.9729239,Lima,Peru,OpenStreetMap,1476343868
Dog Park 1488981237,-12.1158655,-77.0014838,Lima,Peru,OpenStreetMap,1488981237
Entrenamiento Canino San Roque,-16.5230489,-68.1506007,La Paz,Bolivia,OpenStreetMap,9177052906
San Roque,-16.5230238,-68.1505483,La Paz,Bolivia,OpenStreetMap,450269913
Dog Park 1206290308,-16.5069778,-68.126751,La Paz,Bolivia,OpenStreetMap,1206290308
Parque para perros la Carolina,-0.1901166,-78.4862626,Quito,Ecuador,OpenStreetMap,11128381211
Eco friend,-0.2069114,-78.4826781,Quito,Ecuador,OpenStreetMap,629651061
Dog Park 4831713146,-23.5829781,-46.6532317,São Paulo,Brazil,OpenStreetMap,4831713146
Dog Park 4870258585,-23.5728851,-46.6328968,São Paulo,Brazil,OpenStreetMap,4870258585
Praça dos cachorros,-23.4921209,-46.6982224,São Paulo,Brazil,OpenStreetMap,6654314155
Cachorródromo,-23.5926393,-46.6617458,São Paulo,Brazil,OpenStreetMap,11103910927
Dog Park 11646834176,-23.5502104,-46.6491443,São Paulo,Brazil,OpenStreetMap,11646834176
Dog Park 11837431618,-23.5454799,-46.6578626,São Paulo,Brazil,OpenStreetMap,11837431618
Dog Park 12426316634,-23.5529786,-46.7034865,São Paulo,Brazil,OpenStreetMap,12426316634
Dog Park 12426316636,-23.5546628,-46.7009252,São Paulo,Brazil,OpenStreetMap,12426316636
Dog Park 12723139850,-23.5646174,-46.62906,São Paulo,Brazil,OpenStreetMap,12723139850
Dog Park 688813178,-23.5084264,-46.6224005,São Paulo,Brazil,OpenStreetMap,688813178
Dog Park 1212887550,-23.5505487,-46.6834749,São Paulo,Brazil,OpenStreetMap,1212887550
Dog Park 1351960909,-23.5213339,-46.6834539,São Paulo,Brazil,OpenStreetMap,1351960909
Dog Park 1430345521,-23.5190322,-46.669235,São Paulo,Brazil,OpenStreetMap,1430345521
Dog Park 1430361684,-23.5263859,-46.6731551,São Paulo,Brazil,OpenStreetMap,1430361684
Parcão da Praça Mauro Duarte,-22.9531921,-43.1833513,Rio de Janeiro,Brazil,OpenStreetMap,7201120312
Dog Park 7203871973,-22.9506606,-43.184379,Rio de Janeiro,Brazil,OpenStreetMap,7203871973
Parcão da Lagoa,-22.9780451,-43.1997752,Rio de Janeiro,Brazil,OpenStreetMap,469235172
Dog Park 554946973,-22.9638758,-43.1915732,Rio de Janeiro,Brazil,OpenStreetMap,554946973
Dog Park 1178244296,-22.932341,-43.2435714,Rio de Janeiro,Brazil,OpenStreetMap,1178244296
Dog Park 1185634679,-22.9330121,-43.1841969,Rio de Janeiro,Brazil,OpenStreetMap,1185634679
Dog Park 1240619318,-22.9175459,-43.2180644,Rio de Janeiro,Brazil,OpenStreetMap,1240619318
parcao,-22.920871,-43.2352066,Rio de Janeiro,Brazil,OpenStreetMap,1479944684
Dog Park 10059634859,-13.0042498,-38.4592538,Salvador,Brazil,OpenStreetMap,10059634859
Dog Park 10106863078,-12.9947194,-38.4596951,Salvador,Brazil,OpenStreetMap,10106863078
Dog Park 10170173344,-12.9327575,-38.5110597,Salvador,Brazil,OpenStreetMap,10170173344
Dog Park 10723389063,-12.9871429,-38.4579241,Salvador,Brazil,OpenStreetMap,10723389063
Dog Park 10742639907,-12.9890371,-38.5210271,Salvador,Brazil,OpenStreetMap,10742639907
